gene_name,in_ncg,in_civic,external_source_count,external_sources,max_external_evidence_score,consensus_label,consensus_confidence,high_confidence_label
MN1,True,True,2,NCG;CIViC,1.0,1,high_confidence_positive,1.0
CHURC1,False,False,0,,0.0,0,negative_candidate,0.0
BICD1,False,False,0,,0.0,0,negative_candidate,0.0
KIAA1522,False,False,0,,0.0,0,negative_candidate,0.0
MYH3,False,False,0,,0.0,0,negative_candidate,0.0
CFAP97,False,False,0,,0.0,0,negative_candidate,0.0
NTAQ1,False,False,0,,0.0,0,negative_candidate,0.0
GABRD,False,False,0,,0.0,0,negative_candidate,0.0
RPUSD4,False,False,0,,0.0,0,negative_candidate,0.0
ALG10,False,False,0,,0.0,0,negative_candidate,0.0
NEPRO,False,False,0,,0.0,0,negative_candidate,0.0
ABHD1,False,False,0,,0.0,0,negative_candidate,0.0
RECQL,False,False,0,,0.0,0,negative_candidate,0.0
SLC25A22,False,False,0,,0.0,0,negative_candidate,0.0
HECA,False,False,0,,0.0,0,negative_candidate,0.0
SLC41A3,False,False,0,,0.0,0,negative_candidate,0.0
NF2,True,True,2,NCG;CIViC,1.0,1,high_confidence_positive,1.0
TTYH1,False,False,0,,0.0,0,negative_candidate,0.0
SLC25A44,False,False,0,,0.0,0,negative_candidate,0.0
CTTNBP2NL,False,False,0,,0.0,0,negative_candidate,0.0
WSCD2,True,False,1,NCG,1.0,1,single_source_positive,
NSMCE2,True,False,1,NCG,1.0,1,single_source_positive,
FLT3,True,True,2,NCG;CIViC,1.0,1,high_confidence_positive,1.0
CD226,False,False,0,,0.0,0,negative_candidate,0.0
MRPL42,False,False,0,,0.0,0,negative_candidate,0.0
MLH3,True,False,1,NCG,1.0,1,single_source_positive,
TMC4,False,False,0,,0.0,0,negative_candidate,0.0
ATP8B3,False,False,0,,0.0,0,negative_candidate,0.0
DBX1,False,False,0,,0.0,0,negative_candidate,0.0
CWF19L2,False,False,0,,0.0,0,negative_candidate,0.0
SLC66A1,False,False,0,,0.0,0,negative_candidate,0.0
CYP2C9,True,False,1,NCG,1.0,1,single_source_positive,
CDK13,True,False,1,NCG,1.0,1,single_source_positive,
APOL3,False,False,0,,0.0,0,negative_candidate,0.0
GALNT12,False,False,0,,0.0,0,negative_candidate,0.0
C6ORF226,False,False,0,,0.0,0,negative_candidate,0.0
ZNF266,False,False,0,,0.0,0,negative_candidate,0.0
ATP6V1G2,True,False,1,NCG,1.0,1,single_source_positive,
PTCD3,False,False,0,,0.0,0,negative_candidate,0.0
SNTG1,False,False,0,,0.0,0,negative_candidate,0.0
HDHD5,False,False,0,,0.0,0,negative_candidate,0.0
ZNF155,False,False,0,,0.0,0,negative_candidate,0.0
LTV1,False,False,0,,0.0,0,negative_candidate,0.0
LPAR2,False,False,0,,0.0,0,negative_candidate,0.0
CRYBA4,False,False,0,,0.0,0,negative_candidate,0.0
ADIPOQ,True,False,1,NCG,1.0,1,single_source_positive,
IPCEF1,False,False,0,,0.0,0,negative_candidate,0.0
AKAP10,False,False,0,,0.0,0,negative_candidate,0.0
POLR1E,False,False,0,,0.0,0,negative_candidate,0.0
LYPLAL1,False,False,0,,0.0,0,negative_candidate,0.0
SERPINE2,False,False,0,,0.0,0,negative_candidate,0.0
ZNF454,False,False,0,,0.0,0,negative_candidate,0.0
STXBP5,False,False,0,,0.0,0,negative_candidate,0.0
TROAP,False,False,0,,0.0,0,negative_candidate,0.0
TMEM254,False,False,0,,0.0,0,negative_candidate,0.0
SLC12A5,True,False,1,NCG,1.0,1,single_source_positive,
CCDC73,False,False,0,,0.0,0,negative_candidate,0.0
GLRB,False,False,0,,0.0,0,negative_candidate,0.0
TEAD4,False,False,0,,0.0,0,negative_candidate,0.0
PCDH17,True,False,1,NCG,1.0,1,single_source_positive,
METTL5,False,False,0,,0.0,0,negative_candidate,0.0
COG1,False,False,0,,0.0,0,negative_candidate,0.0
TARBP2,False,False,0,,0.0,0,negative_candidate,0.0
FRG2C,False,False,0,,0.0,0,negative_candidate,0.0
ZC3H14,False,False,0,,0.0,0,negative_candidate,0.0
NUP50,True,False,1,NCG,1.0,1,single_source_positive,
NIPA2,True,False,1,NCG,1.0,1,single_source_positive,
ZBTB1,False,False,0,,0.0,0,negative_candidate,0.0
TAF7L,False,False,0,,0.0,0,negative_candidate,0.0
SCN5A,True,False,1,NCG,1.0,1,single_source_positive,
BLMH,False,False,0,,0.0,0,negative_candidate,0.0
DRICH1,False,False,0,,0.0,0,negative_candidate,0.0
SLC46A3,False,False,0,,0.0,0,negative_candidate,0.0
CPNE8,False,False,0,,0.0,0,negative_candidate,0.0
PTCH1,True,True,2,NCG;CIViC,1.0,1,high_confidence_positive,1.0
RASSF4,False,False,0,,0.0,0,negative_candidate,0.0
ASAP3,False,False,0,,0.0,0,negative_candidate,0.0
SNX11,False,False,0,,0.0,0,negative_candidate,0.0
GABRQ,False,False,0,,0.0,0,negative_candidate,0.0
ATG4A,False,False,0,,0.0,0,negative_candidate,0.0
FBXW2,False,False,0,,0.0,0,negative_candidate,0.0
UBR4,False,False,0,,0.0,0,negative_candidate,0.0
DCTN6,False,False,0,,0.0,0,negative_candidate,0.0
HOXA11,True,False,1,NCG,1.0,1,single_source_positive,
GPR137,False,False,0,,0.0,0,negative_candidate,0.0
ALDH1A2,False,True,1,CIViC,1.0,1,single_source_positive,
CCDC12,False,False,0,,0.0,0,negative_candidate,0.0
MRPS31,True,False,1,NCG,1.0,1,single_source_positive,
ATP1A3,False,False,0,,0.0,0,negative_candidate,0.0
PROS1,False,False,0,,0.0,0,negative_candidate,0.0
PCYT1B,False,False,0,,0.0,0,negative_candidate,0.0
USE1,False,False,0,,0.0,0,negative_candidate,0.0
ZNF473,False,False,0,,0.0,0,negative_candidate,0.0
PREX2,True,True,2,NCG;CIViC,1.0,1,high_confidence_positive,1.0
APOA1,False,False,0,,0.0,0,negative_candidate,0.0
ASPHD2,False,False,0,,0.0,0,negative_candidate,0.0
CLTCL1,True,False,1,NCG,1.0,1,single_source_positive,
ZPR1,False,False,0,,0.0,0,negative_candidate,0.0
ANKAR,False,False,0,,0.0,0,negative_candidate,0.0
CAPN7,False,False,0,,0.0,0,negative_candidate,0.0
SFXN5,False,False,0,,0.0,0,negative_candidate,0.0
TRMT61A,False,False,0,,0.0,0,negative_candidate,0.0
ACP4,False,False,0,,0.0,0,negative_candidate,0.0
RXRA,True,False,1,NCG,1.0,1,single_source_positive,
PHIP,True,False,1,NCG,1.0,1,single_source_positive,
KIFC3,True,False,1,NCG,1.0,1,single_source_positive,
C5,False,False,0,,0.0,0,negative_candidate,0.0
UBE2E2,False,False,0,,0.0,0,negative_candidate,0.0
AIMP1,False,False,0,,0.0,0,negative_candidate,0.0
ZNF624,True,False,1,NCG,1.0,1,single_source_positive,
AQP10,False,False,0,,0.0,0,negative_candidate,0.0
PICK1,False,False,0,,0.0,0,negative_candidate,0.0
CCNT2,False,False,0,,0.0,0,negative_candidate,0.0
MORN1,True,False,1,NCG,1.0,1,single_source_positive,
GPR75,False,False,0,,0.0,0,negative_candidate,0.0
MAS1L,True,False,1,NCG,1.0,1,single_source_positive,
NIP7,False,False,0,,0.0,0,negative_candidate,0.0
ADNP2,False,False,0,,0.0,0,negative_candidate,0.0
NLGN4Y,False,False,0,,0.0,0,negative_candidate,0.0
CCDC59,False,False,0,,0.0,0,negative_candidate,0.0
CD244,False,False,0,,0.0,0,negative_candidate,0.0
DLGAP2,False,False,0,,0.0,0,negative_candidate,0.0
RMDN1,True,False,1,NCG,1.0,1,single_source_positive,
GEMIN8,False,False,0,,0.0,0,negative_candidate,0.0
RIMKLA,False,False,0,,0.0,0,negative_candidate,0.0
CACNG8,False,False,0,,0.0,0,negative_candidate,0.0
ARRDC4,False,False,0,,0.0,0,negative_candidate,0.0
C21ORF91,False,False,0,,0.0,0,negative_candidate,0.0
ADCY8,True,False,1,NCG,1.0,1,single_source_positive,
PLA2G1B,False,False,0,,0.0,0,negative_candidate,0.0
C12ORF65,False,False,0,,0.0,0,negative_candidate,0.0
RANBP3L,False,False,0,,0.0,0,negative_candidate,0.0
TRIM58,True,False,1,NCG,1.0,1,single_source_positive,
CCDC43,False,False,0,,0.0,0,negative_candidate,0.0
ZNF202,False,False,0,,0.0,0,negative_candidate,0.0
ZNHIT2,False,False,0,,0.0,0,negative_candidate,0.0
FAM122A,False,False,0,,0.0,0,negative_candidate,0.0
GAL3ST1,True,False,1,NCG,1.0,1,single_source_positive,
ZNF827,False,False,0,,0.0,0,negative_candidate,0.0
SLC35G2,True,False,1,NCG,1.0,1,single_source_positive,
CTSW,False,False,0,,0.0,0,negative_candidate,0.0
ZNF100,False,False,0,,0.0,0,negative_candidate,0.0
AGO4,True,False,1,NCG,1.0,1,single_source_positive,
IL1RN,False,False,0,,0.0,0,negative_candidate,0.0
ADGRB1,False,False,0,,0.0,0,negative_candidate,0.0
H2AC13,False,False,0,,0.0,0,negative_candidate,0.0
SLC30A2,False,False,0,,0.0,0,negative_candidate,0.0
STXBP3,False,False,0,,0.0,0,negative_candidate,0.0
MCAT,False,False,0,,0.0,0,negative_candidate,0.0
TPH1,False,False,0,,0.0,0,negative_candidate,0.0
CCK,True,False,1,NCG,1.0,1,single_source_positive,
TRIM46,False,False,0,,0.0,0,negative_candidate,0.0
GCG,False,False,0,,0.0,0,negative_candidate,0.0
SMNDC1,False,False,0,,0.0,0,negative_candidate,0.0
APOH,False,False,0,,0.0,0,negative_candidate,0.0
EXOSC1,False,False,0,,0.0,0,negative_candidate,0.0
LRRC55,True,False,1,NCG,1.0,1,single_source_positive,
CDH20,False,False,0,,0.0,0,negative_candidate,0.0
GINS4,False,False,0,,0.0,0,negative_candidate,0.0
MED19,False,False,0,,0.0,0,negative_candidate,0.0
IQCF1,False,False,0,,0.0,0,negative_candidate,0.0
CAAP1,False,False,0,,0.0,0,negative_candidate,0.0
UBE2O,False,False,0,,0.0,0,negative_candidate,0.0
KLHL28,False,False,0,,0.0,0,negative_candidate,0.0
DR1,False,False,0,,0.0,0,negative_candidate,0.0
PIN1,False,False,0,,0.0,0,negative_candidate,0.0
SCAI,False,False,0,,0.0,0,negative_candidate,0.0
PREPL,False,False,0,,0.0,0,negative_candidate,0.0
UNK,False,False,0,,0.0,0,negative_candidate,0.0
ALDH4A1,False,False,0,,0.0,0,negative_candidate,0.0
ACOT2,False,False,0,,0.0,0,negative_candidate,0.0
LEMD1,False,False,0,,0.0,0,negative_candidate,0.0
BAZ1B,False,False,0,,0.0,0,negative_candidate,0.0
BICD2,False,False,0,,0.0,0,negative_candidate,0.0
SLC37A1,False,False,0,,0.0,0,negative_candidate,0.0
DTNBP1,False,False,0,,0.0,0,negative_candidate,0.0
FRRS1,False,False,0,,0.0,0,negative_candidate,0.0
CRB2,False,False,0,,0.0,0,negative_candidate,0.0
TAS1R3,False,False,0,,0.0,0,negative_candidate,0.0
MEIOB,False,False,0,,0.0,0,negative_candidate,0.0
MRPL30,False,False,0,,0.0,0,negative_candidate,0.0
PM20D2,False,False,0,,0.0,0,negative_candidate,0.0
ELP3,False,False,0,,0.0,0,negative_candidate,0.0
DNM1,False,False,0,,0.0,0,negative_candidate,0.0
ADGRG2,False,False,0,,0.0,0,negative_candidate,0.0
EIF2B4,False,False,0,,0.0,0,negative_candidate,0.0
GUCY1A1,False,False,0,,0.0,0,negative_candidate,0.0
SAV1,True,False,1,NCG,1.0,1,single_source_positive,
NAP1L3,False,False,0,,0.0,0,negative_candidate,0.0
PAN3,True,False,1,NCG,1.0,1,single_source_positive,
KIAA1755,False,False,0,,0.0,0,negative_candidate,0.0
KCNH5,True,False,1,NCG,1.0,1,single_source_positive,
ZXDB,False,False,0,,0.0,0,negative_candidate,0.0
MAGT1,False,False,0,,0.0,0,negative_candidate,0.0
MIER1,False,False,0,,0.0,0,negative_candidate,0.0
WIPF3,False,False,0,,0.0,0,negative_candidate,0.0
TM4SF5,False,False,0,,0.0,0,negative_candidate,0.0
LGALS9C,False,False,0,,0.0,0,negative_candidate,0.0
KLHL10,True,False,1,NCG,1.0,1,single_source_positive,
NUGGC,False,False,0,,0.0,0,negative_candidate,0.0
TAF2,False,False,0,,0.0,0,negative_candidate,0.0
SACM1L,False,False,0,,0.0,0,negative_candidate,0.0
GTF3C3,False,False,0,,0.0,0,negative_candidate,0.0
KIRREL2,False,False,0,,0.0,0,negative_candidate,0.0
SNF8,False,False,0,,0.0,0,negative_candidate,0.0
SIRPD,True,False,1,NCG,1.0,1,single_source_positive,
ZNF200,False,False,0,,0.0,0,negative_candidate,0.0
CASP10,True,False,1,NCG,1.0,1,single_source_positive,
CRISP1,False,False,0,,0.0,0,negative_candidate,0.0
ZRSR2,True,True,2,NCG;CIViC,1.0,1,high_confidence_positive,1.0
MUS81,False,True,1,CIViC,0.9,1,single_source_positive,
TADA1,False,False,0,,0.0,0,negative_candidate,0.0
FBXO46,False,False,0,,0.0,0,negative_candidate,0.0
TMEM190,False,False,0,,0.0,0,negative_candidate,0.0
ASB5,False,False,0,,0.0,0,negative_candidate,0.0
HOXA2,False,False,0,,0.0,0,negative_candidate,0.0
CYP4F12,False,False,0,,0.0,0,negative_candidate,0.0
ST6GALNAC3,True,False,1,NCG,1.0,1,single_source_positive,
SLC26A11,False,False,0,,0.0,0,negative_candidate,0.0
MGAT4A,False,False,0,,0.0,0,negative_candidate,0.0
PM20D1,True,False,1,NCG,1.0,1,single_source_positive,
ZNF436,False,False,0,,0.0,0,negative_candidate,0.0
SV2A,False,False,0,,0.0,0,negative_candidate,0.0
PLXNA4,False,False,0,,0.0,0,negative_candidate,0.0
WFDC8,False,False,0,,0.0,0,negative_candidate,0.0
STT3A,False,False,0,,0.0,0,negative_candidate,0.0
ZNF10,False,False,0,,0.0,0,negative_candidate,0.0
DST,True,False,1,NCG,1.0,1,single_source_positive,
HTR1E,True,False,1,NCG,1.0,1,single_source_positive,
CHST10,True,False,1,NCG,1.0,1,single_source_positive,
ZMYND11,False,False,0,,0.0,0,negative_candidate,0.0
CRYL1,False,False,0,,0.0,0,negative_candidate,0.0
TRIL,False,False,0,,0.0,0,negative_candidate,0.0
RDH5,False,False,0,,0.0,0,negative_candidate,0.0
PRPF40B,True,False,1,NCG,1.0,1,single_source_positive,
FGFR1OP2,False,True,1,CIViC,1.0,1,single_source_positive,
ZP2,False,False,0,,0.0,0,negative_candidate,0.0
TMEM132E,False,False,0,,0.0,0,negative_candidate,0.0
SLC41A2,False,False,0,,0.0,0,negative_candidate,0.0
SIRT6,False,False,0,,0.0,0,negative_candidate,0.0
TSLP,False,False,0,,0.0,0,negative_candidate,0.0
NAB1,False,False,0,,0.0,0,negative_candidate,0.0
EYA3,False,False,0,,0.0,0,negative_candidate,0.0
KCNN2,True,False,1,NCG,1.0,1,single_source_positive,
HEATR3,False,False,0,,0.0,0,negative_candidate,0.0
ARHGEF6,True,False,1,NCG,1.0,1,single_source_positive,
MSH4,False,False,0,,0.0,0,negative_candidate,0.0
LMBR1L,False,False,0,,0.0,0,negative_candidate,0.0
PCDHB10,False,False,0,,0.0,0,negative_candidate,0.0
DNAJB4,False,False,0,,0.0,0,negative_candidate,0.0
DHTKD1,False,False,0,,0.0,0,negative_candidate,0.0
CNOT10,False,False,0,,0.0,0,negative_candidate,0.0
RUNX1T1,True,True,2,NCG;CIViC,1.0,1,high_confidence_positive,1.0
TRIM63,False,True,1,CIViC,1.0,1,single_source_positive,
CBLIF,False,False,0,,0.0,0,negative_candidate,0.0
BDP1,False,False,0,,0.0,0,negative_candidate,0.0
PIWIL1,False,False,0,,0.0,0,negative_candidate,0.0
CCDC170,False,True,1,CIViC,0.9,1,single_source_positive,
YIPF4,False,False,0,,0.0,0,negative_candidate,0.0
EMG1,True,False,1,NCG,1.0,1,single_source_positive,
GUCA1C,False,False,0,,0.0,0,negative_candidate,0.0
FBXO16,False,False,0,,0.0,0,negative_candidate,0.0
CCL4,False,False,0,,0.0,0,negative_candidate,0.0
F13A1,False,False,0,,0.0,0,negative_candidate,0.0
NLRP4,False,False,0,,0.0,0,negative_candidate,0.0
DNAJC13,False,False,0,,0.0,0,negative_candidate,0.0
FAM98A,False,False,0,,0.0,0,negative_candidate,0.0
VPS9D1,False,False,0,,0.0,0,negative_candidate,0.0
FASLG,False,False,0,,0.0,0,negative_candidate,0.0
CDK1,False,False,0,,0.0,0,negative_candidate,0.0
IPO11,False,False,0,,0.0,0,negative_candidate,0.0
ANO9,False,False,0,,0.0,0,negative_candidate,0.0
TNFSF13B,False,False,0,,0.0,0,negative_candidate,0.0
NBPF10,False,False,0,,0.0,0,negative_candidate,0.0
CCDC25,False,False,0,,0.0,0,negative_candidate,0.0
STK24,False,False,0,,0.0,0,negative_candidate,0.0
TAPT1,False,False,0,,0.0,0,negative_candidate,0.0
MIS18BP1,False,False,0,,0.0,0,negative_candidate,0.0
FASTKD2,False,False,0,,0.0,0,negative_candidate,0.0
PCDHA3,False,False,0,,0.0,0,negative_candidate,0.0
FRMPD2,True,False,1,NCG,1.0,1,single_source_positive,
LRRC37A3,True,False,1,NCG,1.0,1,single_source_positive,
PRSS35,False,False,0,,0.0,0,negative_candidate,0.0
KLHL11,True,False,1,NCG,1.0,1,single_source_positive,
TREML4,False,False,0,,0.0,0,negative_candidate,0.0
ACTN3,False,False,0,,0.0,0,negative_candidate,0.0
NYAP2,False,False,0,,0.0,0,negative_candidate,0.0
WASHC3,False,False,0,,0.0,0,negative_candidate,0.0
HLCS,False,False,0,,0.0,0,negative_candidate,0.0
CFL2,False,False,0,,0.0,0,negative_candidate,0.0
SDHAF4,False,False,0,,0.0,0,negative_candidate,0.0
OR6T1,False,False,0,,0.0,0,negative_candidate,0.0
NPRL2,False,False,0,,0.0,0,negative_candidate,0.0
DNAJB6,False,False,0,,0.0,0,negative_candidate,0.0
UBALD1,False,False,0,,0.0,0,negative_candidate,0.0
NR1I2,True,False,1,NCG,1.0,1,single_source_positive,
CD40LG,False,False,0,,0.0,0,negative_candidate,0.0
KASH5,True,False,1,NCG,1.0,1,single_source_positive,
RAF1,True,True,2,NCG;CIViC,1.0,1,high_confidence_positive,1.0
GSK3A,True,False,1,NCG,1.0,1,single_source_positive,
ACSL6,True,False,1,NCG,1.0,1,single_source_positive,
DYNC1LI1,False,False,0,,0.0,0,negative_candidate,0.0
PCID2,False,False,0,,0.0,0,negative_candidate,0.0
ACTR6,False,False,0,,0.0,0,negative_candidate,0.0
SEMA6C,False,False,0,,0.0,0,negative_candidate,0.0
NKX6-1,False,False,0,,0.0,0,negative_candidate,0.0
FLRT3,False,False,0,,0.0,0,negative_candidate,0.0
CCNT1,False,False,0,,0.0,0,negative_candidate,0.0
HTR3B,False,False,0,,0.0,0,negative_candidate,0.0
RPF2,False,False,0,,0.0,0,negative_candidate,0.0
LIMD2,True,False,1,NCG,1.0,1,single_source_positive,
ARL5B,False,False,0,,0.0,0,negative_candidate,0.0
KLC2,False,False,0,,0.0,0,negative_candidate,0.0
PRDM13,False,False,0,,0.0,0,negative_candidate,0.0
FBN1,False,False,0,,0.0,0,negative_candidate,0.0
OSTM1,False,False,0,,0.0,0,negative_candidate,0.0
NFYB,False,False,0,,0.0,0,negative_candidate,0.0
STX18,False,False,0,,0.0,0,negative_candidate,0.0
COPS7B,False,False,0,,0.0,0,negative_candidate,0.0
USP13,True,False,1,NCG,1.0,1,single_source_positive,
PPP2R2B,False,False,0,,0.0,0,negative_candidate,0.0
SLC35B4,False,False,0,,0.0,0,negative_candidate,0.0
PIBF1,False,False,0,,0.0,0,negative_candidate,0.0
POFUT2,False,False,0,,0.0,0,negative_candidate,0.0
UNC5A,False,False,0,,0.0,0,negative_candidate,0.0
PLAC8,False,False,0,,0.0,0,negative_candidate,0.0
CLEC18A,False,False,0,,0.0,0,negative_candidate,0.0
DERL2,False,False,0,,0.0,0,negative_candidate,0.0
SGCD,False,False,0,,0.0,0,negative_candidate,0.0
ITGB8,False,False,0,,0.0,0,negative_candidate,0.0
DMAP1,False,False,0,,0.0,0,negative_candidate,0.0
IFIT2,False,False,0,,0.0,0,negative_candidate,0.0
HOXC10,False,True,1,CIViC,0.9,1,single_source_positive,
FAM219A,False,False,0,,0.0,0,negative_candidate,0.0
SLC4A11,False,False,0,,0.0,0,negative_candidate,0.0
TYW1,False,False,0,,0.0,0,negative_candidate,0.0
TRAV20,False,False,0,,0.0,0,negative_candidate,0.0
ABO,False,False,0,,0.0,0,negative_candidate,0.0
IPO8,False,False,0,,0.0,0,negative_candidate,0.0
CDKL3,False,False,0,,0.0,0,negative_candidate,0.0
CAPN13,False,False,0,,0.0,0,negative_candidate,0.0
KAT6B,True,False,1,NCG,1.0,1,single_source_positive,
MCEE,False,False,0,,0.0,0,negative_candidate,0.0
TLNRD1,False,False,0,,0.0,0,negative_candidate,0.0
CHCHD7,False,False,0,,0.0,0,negative_candidate,0.0
VMO1,False,False,0,,0.0,0,negative_candidate,0.0
IL1RL2,False,False,0,,0.0,0,negative_candidate,0.0
MZT2A,False,False,0,,0.0,0,negative_candidate,0.0
PDCD2,True,False,1,NCG,1.0,1,single_source_positive,
INO80E,False,False,0,,0.0,0,negative_candidate,0.0
TFAP2C,False,False,0,,0.0,0,negative_candidate,0.0
ME3,False,False,0,,0.0,0,negative_candidate,0.0
VARS1,False,False,0,,0.0,0,negative_candidate,0.0
LINGO3,False,False,0,,0.0,0,negative_candidate,0.0
TSPAN10,False,False,0,,0.0,0,negative_candidate,0.0
TAS2R30,False,False,0,,0.0,0,negative_candidate,0.0
PHTF1,False,False,0,,0.0,0,negative_candidate,0.0
URI1,False,False,0,,0.0,0,negative_candidate,0.0
SLC1A1,False,False,0,,0.0,0,negative_candidate,0.0
ATP5MG,False,False,0,,0.0,0,negative_candidate,0.0
ASH1L,True,False,1,NCG,1.0,1,single_source_positive,
HDDC2,False,False,0,,0.0,0,negative_candidate,0.0
AJUBA,True,False,1,NCG,1.0,1,single_source_positive,
IMPG2,True,False,1,NCG,1.0,1,single_source_positive,
CCDC186,False,False,0,,0.0,0,negative_candidate,0.0
FPR2,False,False,0,,0.0,0,negative_candidate,0.0
RABEP1,False,False,0,,0.0,0,negative_candidate,0.0
UBR3,True,False,1,NCG,1.0,1,single_source_positive,
OSBPL2,False,False,0,,0.0,0,negative_candidate,0.0
MIS12,False,False,0,,0.0,0,negative_candidate,0.0
B3GALT4,False,False,0,,0.0,0,negative_candidate,0.0
ATG14,True,False,1,NCG,1.0,1,single_source_positive,
AGAP1,False,False,0,,0.0,0,negative_candidate,0.0
CPEB4,True,False,1,NCG,1.0,1,single_source_positive,
KRR1,False,False,0,,0.0,0,negative_candidate,0.0
FAM120AOS,False,False,0,,0.0,0,negative_candidate,0.0
SLC26A5,False,False,0,,0.0,0,negative_candidate,0.0
GYG1,False,False,0,,0.0,0,negative_candidate,0.0
ZNF428,False,False,0,,0.0,0,negative_candidate,0.0
LDHC,False,False,0,,0.0,0,negative_candidate,0.0
PAWR,False,False,0,,0.0,0,negative_candidate,0.0
TMEM178A,False,False,0,,0.0,0,negative_candidate,0.0
SPSB4,False,False,0,,0.0,0,negative_candidate,0.0
MOB4,False,False,0,,0.0,0,negative_candidate,0.0
ANKRA2,False,False,0,,0.0,0,negative_candidate,0.0
EFNB2,False,False,0,,0.0,0,negative_candidate,0.0
FYB2,True,False,1,NCG,1.0,1,single_source_positive,
NDUFB9,True,False,1,NCG,1.0,1,single_source_positive,
SLC49A3,False,False,0,,0.0,0,negative_candidate,0.0
CDCA7,False,False,0,,0.0,0,negative_candidate,0.0
UBE2W,False,False,0,,0.0,0,negative_candidate,0.0
RPAP3,False,False,0,,0.0,0,negative_candidate,0.0
DNAJC19,False,False,0,,0.0,0,negative_candidate,0.0
STEAP2,False,False,0,,0.0,0,negative_candidate,0.0
KLK10,False,False,0,,0.0,0,negative_candidate,0.0
GOSR1,False,False,0,,0.0,0,negative_candidate,0.0
ATG101,False,False,0,,0.0,0,negative_candidate,0.0
KLHL5,True,False,1,NCG,1.0,1,single_source_positive,
TPK1,False,False,0,,0.0,0,negative_candidate,0.0
ZNF117,False,False,0,,0.0,0,negative_candidate,0.0
SCNN1D,False,False,0,,0.0,0,negative_candidate,0.0
ZNF45,False,False,0,,0.0,0,negative_candidate,0.0
PLAG1,True,True,2,NCG;CIViC,1.0,1,high_confidence_positive,1.0
STK33,False,False,0,,0.0,0,negative_candidate,0.0
NSMCE4A,False,False,0,,0.0,0,negative_candidate,0.0
CHRND,False,False,0,,0.0,0,negative_candidate,0.0
DKK1,False,True,1,CIViC,1.0,1,single_source_positive,
GAS2L3,False,False,0,,0.0,0,negative_candidate,0.0
NAT1,False,False,0,,0.0,0,negative_candidate,0.0
ZNF488,False,False,0,,0.0,0,negative_candidate,0.0
SCARB1,False,False,0,,0.0,0,negative_candidate,0.0
MAP4K5,False,False,0,,0.0,0,negative_candidate,0.0
ST7,False,False,0,,0.0,0,negative_candidate,0.0
TUBGCP3,False,False,0,,0.0,0,negative_candidate,0.0
USH1C,False,False,0,,0.0,0,negative_candidate,0.0
MCRIP2,False,False,0,,0.0,0,negative_candidate,0.0
POLM,True,False,1,NCG,1.0,1,single_source_positive,
H1-4,True,False,1,NCG,1.0,1,single_source_positive,
DCLRE1C,True,False,1,NCG,1.0,1,single_source_positive,
